Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
2,6,12,0,2,3.1109999999999975,12,16,58,94,59,87,9.881999999999993,2.3789999999999982,0.488,0.122,20,7,5,1,50,7,5,1,4,0,14,3.5,7,L,0.19763999999999998,0.33985714285714275,0.09759999999999999,0.122
2,7,13,1,14,6.160999999999995,17,35,95,94,93,4,6.282999999999995,2.3789999999999982,0.061,0.366,18,8,1,1,36,13,1,1,3,0.5,24,3.75,7,L,0.17452777777777775,0.183,0.061,0.366
2,7,14,1,2,6.709999999999995,15,35,58,76,24,49,9.454999999999993,0.6709999999999998,0.6099999999999999,2.1349999999999985,20,1,1,8,45,1,1,11,4,0,17,4.25,7,L,0.2101111111111111,0.6709999999999998,0.6099999999999999,0.19409090909090904
2,8,15,1,15,4.940999999999996,15,32,13,20,17,112,5.733999999999996,3.903999999999997,0.305,0.366,19,10,1,1,37,14,1,1,6,0.5,38,5,7,L,0.15497297297297297,0.2788571428571428,0.305,0.366
2,8,16,1,11,2.3789999999999982,11,13,102,2,7,66,4.7579999999999965,5.672999999999996,0.9759999999999995,0.122,18,16,5,1,22,28,5,1,4,0,18,4.5,7,L,0.21627272727272726,0.20260714285714285,0.19519999999999998,0.122
2,9,17,1,1,4.452999999999997,15,26,63,4,73,81,15.37199999999999,1.646999999999999,0.061,0.061,20,5,1,1,81,5,1,1,3,0,16,4,7,L,0.18977777777777777,0.32939999999999997,0.061,0.061
2,9,18,1,3,6.038999999999995,16,34,59,25,31,13,6.7709999999999955,1.2199999999999993,0.427,3.9649999999999967,17,2,4,14,36,3,4,23,5,0,20,5,7,L,0.18808333333333332,0.40666666666666657,0.10675,0.17239130434782607
2,10,19,1,3,5.184999999999996,15,21,32,25,19,100,5.916999999999996,3.720999999999997,0.9149999999999996,1.0979999999999994,19,11,3,5,25,17,3,7,5,0,18,4.5,7,L,0.23667999999999997,0.21888235294117647,0.30499999999999994,0.15685714285714286
2,10,20,1,12,2.439999999999998,11,15,63,115,61,1,11.162999999999991,12.80999999999999,1.0369999999999995,0.9759999999999995,20,17,6,3,49,42,8,3,5,0,16,4,7,L,0.22781632653061223,0.305,0.129625,0.3253333333333332
2,11,21,1,7,2.805999999999998,13,18,5,7,8,61,3.110999999999998,0.183,2.500999999999998,5.306999999999996,15,2,8,12,20,2,12,25,6,0.5,40,5.5,7,L,0.15555,0.0915,0.20841666666666667,0.21228
2,11,22,1,12,4.208999999999997,15,22,40,24,48,20,7.746999999999995,1.1589999999999994,0.244,0.305,20,6,2,1,38,6,2,1,5,0,22,5.5,7,L,0.20386842105263156,0.19316666666666665,0.122,0.305
2,12,23,1,7,5.489999999999996,12,28,1,3,25,36,5.550999999999996,0.8539999999999996,13.41999999999999,0.305,13,6,16,1,29,6,58,1,6,0,22,5.5,7,L,0.19141379310344828,0.14233333333333334,0.23137931034482756,0.305
2,12,24,1,1,6.099999999999995,16,29,69,65,102,81,7.319999999999995,2.805999999999998,0.488,1.4029999999999991,20,8,4,7,33,11,5,7,3,0,13,3.25,7,L,0.2218181818181818,0.2550909090909091,0.09759999999999999,0.20042857142857143
2,13,25,1,15,4.025999999999997,13,23,14,19,70,68,5.428999999999997,6.221999999999995,1.0369999999999995,0.305,20,13,5,1,33,24,6,1,6,0,20,5,7,L,0.1645151515151515,0.25925,0.17283333333333334,0.305
2,13,26,1,3,6.526999999999995,15,33,36,100,31,55,6.587999999999995,0.7319999999999998,0.8539999999999996,2.9889999999999977,16,3,3,7,34,3,3,11,5,0,16,4,7,L,0.19376470588235292,0.244,0.28466666666666657,0.2717272727272727
2,14,27,1,2,5.611999999999996,17,25,51,52,17,76,5.7949999999999955,2.622999999999998,5.611999999999996,3.903999999999997,19,11,15,11,27,18,25,16,4,0,17,4.25,7,L,0.21462962962962961,0.14572222222222223,0.22447999999999999,0.24399999999999997
2,14,28,1,14,4.574999999999997,15,24,85,2,86,66,5.306999999999997,1.9519999999999986,0.244,0.061,19,5,1,1,28,6,1,1,3,0,16,4,7,L,0.18953571428571428,0.32533333333333325,0.244,0.061
2,15,29,1,13,5.916999999999995,16,30,116,109,7,115,8.722999999999994,0.122,0.427,6.282999999999995,20,1,4,14,43,1,4,24,2,0.5,18,3,7,L,0.20286046511627906,0.122,0.10675,0.26179166666666664
2,15,30,1,12,7.197999999999994,15,40,45,105,18,44,9.271999999999993,1.4029999999999991,0.183,0.061,20,3,1,1,50,6,1,1,5,0,18,4.5,7,L,0.18544,0.23383333333333334,0.183,0.061
2,16,31,1,14,7.563999999999994,18,40,85,97,96,89,9.027999999999993,0.7929999999999997,1.463999999999999,0.6099999999999999,20,4,9,2,51,4,12,3,3,0.5,20,2.75,7,L,0.17701960784313725,0.19824999999999998,0.122,0.20333333333333334
2,16,32,1,3,4.269999999999997,8,24,22,23,112,13,6.465999999999996,2.1959999999999984,5.916999999999995,2.3179999999999983,16,6,16,6,38,6,30,9,5,0.5,38,5,7,L,0.1701578947368421,0.36599999999999994,0.19723333333333332,0.25755555555555554
2,17,33,1,3,5.123999999999996,13,25,29,113,91,116,7.624999999999995,3.781999999999997,1.2199999999999993,0.488,20,15,7,4,38,25,7,4,5,0,12,3,7,L,0.2006578947368421,0.15128,0.17428571428571427,0.122
2,17,34,1,12,3.476999999999997,10,22,42,1,8,71,8.539999999999994,3.537999999999997,3.720999999999997,1.1589999999999994,20,14,15,4,42,22,18,5,5,0,21,5.25,7,L,0.2033333333333333,0.1608181818181818,0.20672222222222222,0.23179999999999998
2,18,35,1,1,7.502999999999994,18,39,82,75,117,114,7.8689999999999936,1.0979999999999994,1.646999999999999,0.7319999999999998,20,5,3,1,41,6,5,1,3,0,10,2.5,7,L,0.1919268292682927,0.183,0.32939999999999997,0.7319999999999998
2,18,36,1,12,6.343999999999995,15,31,9,47,42,87,8.661999999999994,0.7929999999999997,0.366,2.1959999999999984,20,3,2,7,41,3,2,9,5,0,19,4.75,7,L,0.21126829268292682,0.2643333333333333,0.183,0.24399999999999997
2,19,37,1,13,4.574999999999997,13,26,114,113,18,24,8.417999999999994,4.513999999999997,3.720999999999997,1.0979999999999994,20,9,10,4,42,13,15,4,2,0,16,4,7,L,0.20042857142857143,0.3472307692307692,0.24806666666666663,0.27449999999999997
2,19,38,1,3,4.6969999999999965,15,28,30,25,2,6,7.624999999999995,2.2569999999999983,12.38299999999999,1.8909999999999987,20,9,18,9,44,11,53,13,5,0,22,5.5,7,L,0.17329545454545453,0.20518181818181816,0.23364150943396222,0.14546153846153845
2,20,39,1,8,6.343999999999995,16,39,7,97,8,106,6.770999999999995,9.820999999999993,5.916999999999995,5.855999999999995,17,17,16,13,40,41,28,25,2,0,16,4,7,L,0.16927499999999998,0.23953658536585362,0.21132142857142855,0.23423999999999995
2,20,40,1,15,5.977999999999995,15,30,109,113,30,69,8.661999999999994,2.0739999999999985,0.427,0.6709999999999998,20,10,1,4,38,11,1,4,6,0,13,3.25,7,L,0.22794736842105262,0.18854545454545454,0.427,0.16775
3,1,1,0,9,6.099999999999995,16,40,65,17,98,19,7.990999999999994,1.646999999999999,0.488,1.646999999999999,20,7,1,3,52,8,1,4,4,0,18,4.5,7,L,0.1536730769230769,0.205875,0.488,0.4117499999999999
3,1,2,0,10,7.563999999999994,17,36,88,87,92,35,8.539999999999994,1.0979999999999994,2.683999999999998,0.8539999999999996,20,5,12,5,41,6,16,5,3,0.5,23,3.5,7,L,0.20829268292682926,0.183,0.16775,0.17079999999999998
3,2,3,0,9,4.208999999999997,14,25,13,67,68,84,12.809999999999992,0.061,0.061,0.7319999999999998,20,1,1,4,53,1,1,4,4,0,17,4.25,7,L,0.24169811320754714,0.061,0.061,0.183
3,2,4,0,6,8.356999999999994,17,30,60,10,8,112,10.430999999999992,1.2199999999999993,2.2569999999999983,2.744999999999998,20,6,9,7,39,7,12,9,6,0,18,4.5,7,L,0.2674615384615384,0.1742857142857143,0.18808333333333332,0.30499999999999994
3,3,5,0,5,4.879999999999996,17,25,46,71,111,64,6.343999999999996,1.646999999999999,0.6709999999999998,1.0369999999999995,20,6,2,4,33,6,2,4,5,0,15,3.75,7,L,0.19224242424242424,0.27449999999999997,0.33549999999999996,0.25925
3,3,6,0,3,8.356999999999994,11,37,32,94,108,22,11.467999999999991,0.244,1.585999999999999,0.183,20,1,7,2,52,1,9,2,5,0,16,4,7,L,0.22053846153846152,0.244,0.17622222222222222,0.0915
3,4,7,0,10,4.086999999999997,15,26,101,85,18,14,4.879999999999997,0.6099999999999999,1.524999999999999,3.1719999999999975,18,6,5,11,30,6,5,17,3,0,17,4.25,7,L,0.16266666666666665,0.10166666666666667,0.30499999999999994,0.18658823529411764
3,4,8,0,8,5.916999999999995,17,32,55,40,117,6,6.343999999999995,3.2939999999999974,0.8539999999999996,1.646999999999999,18,10,6,8,33,12,8,9,2,0,17,4.25,7,L,0.19224242424242424,0.27449999999999997,0.10675,0.183
3,5,9,0,4,6.038999999999995,15,33,99,68,4,102,6.160999999999995,5.428999999999996,2.3179999999999983,3.720999999999997,16,15,8,9,34,24,10,13,2,0,14,3.5,7,L,0.18120588235294116,0.22620833333333332,0.23179999999999998,0.2862307692307692
3,5,10,0,8,4.635999999999997,12,20,119,118,33,115,11.406999999999991,0.305,0.7319999999999998,0.183,20,2,3,2,39,2,3,2,2,0.5,17,2.75,7,L,0.2924871794871794,0.1525,0.244,0.0915
3,6,11,0,3,5.428999999999996,14,29,2,27,68,97,9.820999999999993,0.427,0.7319999999999998,0.7319999999999998,20,3,5,3,47,3,6,3,5,0,17,4.25,7,L,0.20895744680851064,0.14233333333333334,0.122,0.244
3,6,12,0,5,2.9889999999999977,10,21,109,93,115,111,4.513999999999997,2.0129999999999986,2.0129999999999986,0.7319999999999998,15,8,7,2,26,12,8,2,5,0.5,15,2.25,7,L,0.17361538461538462,0.16774999999999998,0.251625,0.366
